game_id,name,description_url,players_min_amount,players_max_amount,duration,release_year,rating,picture,player_min_age,mechanics,categories,game_designers
103660,VivaJava: The Coffee Game,https://boardgamegeek.com/boardgame/103660/vivajava-coffee-game,3,8,90,2012,6.574580000000001,https://cf.geekdo-images.com/images/pic1304646.jpg,13,"['Commodity Speculation' ' Memory' ' Simultaneous Action Selection'
 ' Trading' ' Variable Phase Order' ' Variable Player Powers'
 ' Worker Placement']",['Bluffing' ' Economic' ' Negotiation'],['T. C. Petty' ' III']
949,Twixt,https://boardgamegeek.com/boardgame/949/twixt,2,4,30,1962,6.38753,https://cf.geekdo-images.com/images/pic146608.jpg,12,['Route/Network Building'],['Abstract Strategy'],['Alex Randolph']
111148,Würfel Bohnanza,https://boardgamegeek.com/boardgame/111148/wurfel-bohnanza,2,5,45,2012,6.43219,https://cf.geekdo-images.com/images/pic1197852.jpg,10,['Dice Rolling'],['Dice' ' Farming'],['Uwe Rosenberg']
28620,Phoenicia,https://boardgamegeek.com/boardgame/28620/phoenicia,2,5,90,2007,6.388425,https://cf.geekdo-images.com/images/pic194397.jpg,12,['Auction/Bidding'],['Ancient' ' Civilization' ' Economic'],['Thomas Lehmann']
38506,Witch of Salem,https://boardgamegeek.com/boardgame/38506/witch-salem,2,4,60,2008,6.417655,https://cf.geekdo-images.com/images/pic564525.jpg,10,['Co-operative Play' ' Dice Rolling' ' Set Collection'],['Fantasy' ' Horror' ' Novel-based'],['Michael Rieneck']
41429,Band of Brothers: Screaming Eagles,https://boardgamegeek.com/boardgame/41429/band-brothers-screaming-eagles,2,2,90,2011,7.02226,https://cf.geekdo-images.com/images/pic735625.jpg,12,['Dice Rolling' ' Hex-and-Counter' ' Modular Board'],['Wargame' ' World War II'],['Jim Krohn']
191597,Dale of Merchants 2,https://boardgamegeek.com/boardgame/191597/dale-merchants-2,2,4,40,2016,6.831664999999999,https://cf.geekdo-images.com/images/pic2986642.jpg,10,"['Card Drafting' ' Deck / Pool Building' ' Dice Rolling'
 ' Hand Management' ' Set Collection' ' Take That']",['Animals' ' Card Game' ' Fantasy' ' Print & Play'],['Sami Laakso']
129050,P.I.,https://boardgamegeek.com/boardgame/129050/pi,2,5,60,2012,6.4823900000000005,https://cf.geekdo-images.com/images/pic1388461.jpg,13,['Card Drafting' ' Modular Board' ' Tile Placement'],['Deduction' ' Murder/Mystery' ' Spies/Secret Agents'],['Martin Wallace']
286,Machiavelli,https://boardgamegeek.com/boardgame/286/machiavelli,4,8,480,1977,6.634309999999999,https://cf.geekdo-images.com/images/pic276379.jpg,12,"['Area Movement' ' Player Elimination' ' Simultaneous Action Selection'
 ' Variable Player Powers']",['Bluffing' ' Negotiation' ' Political' ' Renaissance' ' Wargame'],['S. Craig Taylor' ' James B. Wood']
148261,SeaFall,https://boardgamegeek.com/boardgame/148261/seafall,3,5,180,2016,6.4369499999999995,https://cf.geekdo-images.com/images/pic3571648.jpg,14,"['Campaign / Battle Card Driven' ' Grid Movement' ' Hand Management'
 ' Time Track' ' Trading' ' Variable Player Powers']",['Civilization' ' Exploration' ' Nautical'],['Rob Daviau' ' JR Honeycutt']
187273,The Dresden Files Cooperative Card Game,https://boardgamegeek.com/boardgame/187273/dresden-files-cooperative-card-game,1,5,30,2017,6.705715,https://cf.geekdo-images.com/images/pic3488616.jpg,13,"['Action Point Allowance System' ' Co-operative Play' ' Dice Rolling'
 ' Hand Management' ' Variable Player Powers']",['Card Game' ' Dice' ' Fantasy' ' Horror' ' Novel-based'],['Eric B. Vogel']
99392,Colonial: Europe's Empires Overseas,https://boardgamegeek.com/boardgame/99392/colonial-europes-empires-overseas,2,6,120,2011,6.708465,https://cf.geekdo-images.com/images/pic1420788.jpg,14,"['Area Control / Area Influence' ' Campaign / Battle Card Driven'
 ' Dice Rolling' ' Simultaneous Action Selection']","['Civilization' ' Economic' ' Exploration' ' Political'
 ' Territory Building']",['Christophe Pont']
191572,Animals on Board,https://boardgamegeek.com/boardgame/191572/animals-board,2,4,30,2016,6.4706600000000005,https://cf.geekdo-images.com/images/pic2845593.jpg,8,['Set Collection'],['Animals'],['Wolfgang Sentker' ' Ralf zur Linde']
59753,Priests of Ra,https://boardgamegeek.com/boardgame/59753/priests-ra,2,5,60,2009,6.5291,https://cf.geekdo-images.com/images/pic3711759.jpg,12,['Auction/Bidding' ' Press Your Luck' ' Set Collection'],['Ancient' ' Mythology'],['Reiner Knizia']
